ticker,total_debt,shares_outstanding,is_fully_islamic,non_permissible_revenue,total_revenue,alcohol,pork,gambling,pornography,tobacco_vaping,recreational_cannabis,impermissible_advertising,impermissible_media,deferred_gold_silver,conventional_finance,sector
LRLCY,26074500000.0,2668915120.0,False,0.0,43486800000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
LSRCY,,450563130.0,False,0.0,251477000000.0,False,False,False,False,False,False,False,False,False,False,Technology
LULU,3151582000.0,113468082.0,False,0.0,10588126000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
LUV,22815000000.0,517155080.0,False,0.0,27483000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
LYB,44769000000.0,321872964.0,False,0.0,40302000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
LZAGY,18549000000.0,701455510.0,False,0.0,6574000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
MAA,19932992000.0,117081742.0,False,0.0,2191015000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
MAS,11690000000.0,207695621.0,False,0.0,7828000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
MCHP,,540446834.0,False,0.0,4401600000.0,False,False,False,False,False,False,False,False,False,False,Technology
MCK,,123426650.0,False,0.0,359051000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
MDLZ,70891000000.0,1290358492.0,False,0.0,36441000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
MDT,111730000000.0,1282616011.0,False,0.0,33537000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
META,126946000000.0,2177889269.0,False,0.0,164501000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
MHGVY,9388100000.0,527290596.0,False,0.0,5566400000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
MHK,9063600000.0,61821362.0,False,0.0,10836900000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
MIELY,721322000000.0,1023174282.0,False,0.0,5521711000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
MKC,17514700000.0,253239902.0,False,0.0,6723700000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
MKKGY,37411000000.0,646211260.0,False,0.0,21156000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
MKTAY,,264511045.0,False,0.0,753130000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
MLM,21764000000.0,60307143.0,False,0.0,6536000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
MMM,47806000000.0,531225048.0,False,0.0,24575000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
MMYT,694360000.0,89851697.0,False,0.0,978336000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
MNST,1121853000.0,977021216.0,False,0.0,7492709000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
MPC,109268000000.0,300602479.0,False,0.0,138864000000.0,False,False,False,False,False,False,False,False,False,False,Energy
MPNGY,,2763714394.0,False,0.0,337591576000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
MPWR,,47907000.0,False,0.0,2207100000.0,False,False,False,False,False,False,False,False,False,False,Technology
MRAAY,122423000000.0,3640597878.0,False,0.0,1743352000000.0,False,False,False,False,False,False,False,False,False,False,Technology
MRK,135202000000.0,2482022536.0,False,0.0,64168000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
MRVL,15865500000.0,862100000.0,False,0.0,5767300000.0,False,False,False,False,False,False,False,False,False,False,Technology
MSFT,177236000000.0,7432377655.0,False,0.0,281724000000.0,False,False,False,False,False,False,False,False,False,False,Technology
MSI,22994000000.0,166554998.0,False,0.0,10817000000.0,False,False,False,False,False,False,False,False,False,False,Technology
MSTR,28841389000.0,267713485.0,False,0.0,463456000.0,False,False,False,False,False,False,False,False,False,False,Technology
MTD,7996190000.0,20428445.0,False,0.0,3872361000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
MU,,1122466035.0,False,0.0,37378000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NCLTY,636551000000.0,1130116190.0,False,0.0,928828000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
NDEKY,910000000.0,673659700.0,False,0.0,1013878000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
NDSN,8935000000.0,56186303.0,False,0.0,2689921000.0,False,False,False,False,False,False,False,False,False,False,Industrials
NEM,31277000000.0,1091262981.0,False,0.0,18682000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
NHYDY,69509000000.0,1964406631.0,False,0.0,203635000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
NJDCY,1540971000000.0,4585229388.0,False,0.0,2607813000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
NKE,30504000000.0,1189313611.0,False,0.0,46309000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
NOK,13387000000.0,5379095249.0,False,0.0,19220000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NOW,,207481507.0,False,0.0,10984000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NRILY,865335000000.0,573314079.0,False,0.0,764813000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NSC,67727000000.0,224386617.0,False,0.0,12123000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
NSRGY,127120000000.0,2572715039.0,False,0.0,91720000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
NTAP,10710000000.0,199618386.0,False,0.0,6572000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NTOIY,17405000000.0,1536548118.0,False,0.0,20635000000.0,False,False,False,False,False,False,False,False,False,False,Energy
NUE,23826000000.0,228858659.0,False,0.0,30734000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
NVDA,,24347000000.0,False,0.0,130497000000.0,False,False,False,False,False,False,False,False,False,False,Technology
NVO,381961000000.0,3368607341.0,False,0.0,290403000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
NVR,2952088000.0,2732735.0,False,0.0,10543571000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
NVS,109967000000.0,1918792119.0,False,0.0,51722000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
NVZMY,6907200000.0,411941947.0,False,0.0,3833500000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
NWS,,186776414.0,False,0.0,8452000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
NWSA,,372519263.0,False,0.0,8452000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
NXPI,40385000000.0,251674471.0,False,0.0,12614000000.0,False,False,False,False,False,False,False,False,False,False,Technology
ODFL,179961000.0,209098439.0,False,0.0,5814810000.0,False,False,False,False,False,False,False,False,False,False,Industrials
OKTA,3211000000.0,168459019.0,False,0.0,2610000000.0,False,False,False,False,False,False,False,False,False,False,Technology
OMC,21515400000.0,192983572.0,False,0.0,15689100000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
OMRNY,507866000000.0,196894506.0,False,0.0,801753000000.0,False,False,False,False,False,False,False,False,False,False,Technology
ON,,408973992.0,False,0.0,7082300000.0,False,False,False,False,False,False,False,False,False,False,Technology
ONC,3177745000.0,101807539.0,False,0.0,3810241000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
ORCL,382558000000.0,2850792605.0,False,0.0,57399000000.0,False,False,False,False,False,False,False,False,False,False,Technology
ORKLY,66532000000.0,997277314.0,False,0.0,70656000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
ORLY,26753319000.0,844104092.0,False,0.0,16708479000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
OTIS,31832000000.0,389715851.0,False,0.0,14261000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
OTSKY,473391000000.0,1056279074.0,False,0.0,2329861000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
OXY,102722000000.0,985210434.0,False,0.0,26725000000.0,False,False,False,False,False,False,False,False,False,False,Energy
PAAS,,422047000.0,False,0.0,2818900000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
PAC,178573737000.0,42948585.0,False,0.0,33614374000.0,False,False,False,False,False,False,False,False,False,False,Industrials
PANW,,683982694.0,False,0.0,9221500000.0,False,False,False,False,False,False,False,False,False,False,Technology
PCAR,56519200000.0,525204359.0,False,0.0,33663800000.0,False,False,False,False,False,False,False,False,False,False,Industrials
PCH,3987057000.0,77291016.0,False,0.0,1062076000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
PDD,,1419646462.0,False,0.0,393836097000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
PEP,170003000000.0,1367340122.0,False,0.0,91854000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
PFE,253553000000.0,5685707552.0,False,0.0,63627000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
PG,130384000000.0,2336733549.0,False,0.0,84284000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
PHM,,194916877.0,False,0.0,17946950000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
PKG,,89977067.0,False,0.0,8383300000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
PLD,123429071000.0,928867000.0,False,0.0,8201610000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
PNR,6711500000.0,163641880.0,False,0.0,4082800000.0,False,False,False,False,False,False,False,False,False,False,Industrials
PODD,4615000000.0,70346898.0,False,0.0,2071600000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
POOL,4366696000.0,37249484.0,False,0.0,5310953000.0,False,False,False,False,False,False,False,False,False,False,Industrials
PPG,23150000000.0,224400000.0,False,0.0,15845000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
PSO,4311000000.0,636393445.0,False,0.0,3552000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
PSX,78510000000.0,402921135.0,False,0.0,143153000000.0,False,False,False,False,False,False,False,False,False,False,Energy
PWR,16540826000.0,149115887.0,False,0.0,23672795000.0,False,False,False,False,False,False,False,False,False,False,Industrials
Q,0.0,209433618.0,False,0.0,4335000000.0,False,False,False,False,False,False,False,False,False,False,Technology
QCOM,,1071000000.0,False,0.0,44284000000.0,False,False,False,False,False,False,False,False,False,False,Technology
RACE,11412798000.0,177505832.0,False,0.0,6676668000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
RAL,143400000.0,112805827.0,False,0.0,2154700000.0,False,False,False,False,False,False,False,False,False,False,Technology
RBGLY,33272000000.0,3369354605.0,False,0.0,14169000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
RCRUY,418891000000.0,7080799810.0,False,0.0,3557478000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
RDY,162568000000.0,832523765.0,False,0.0,325535000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
REGN,,103282318.0,False,0.0,14202000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
RELX,25851000000.0,1819219297.0,False,0.0,9434000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
RHHBY,135041000000.0,5517009376.0,False,0.0,62395000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
RIO,45764000000.0,1254003529.0,False,0.0,53658000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
RL,6478800000.0,38759382.0,False,0.0,7079000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
RMD,,145966294.0,False,0.0,5146327000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
ROK,14978000000.0,112273567.0,False,0.0,8264200000.0,False,False,False,False,False,False,False,False,False,False,Industrials
ROL,,481150554.0,False,0.0,3388708000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
ROP,30396200000.0,107637430.0,False,0.0,7039200000.0,False,False,False,False,False,False,False,False,False,False,Technology
ROST,13579669000.0,325226266.0,False,0.0,21129219000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
RSG,51266000000.0,309563599.0,False,0.0,16032000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
RVTY,11789650000.0,113375621.0,False,0.0,2755026000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
RYAAY,,527443828.0,False,0.0,13948500000.0,False,False,False,False,False,False,False,False,False,False,Industrials
RYN,4266284000.0,153899831.0,False,0.0,1262997000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
SAP,,1164604232.0,False,0.0,34176000000.0,False,False,False,False,False,False,False,False,False,False,Technology
SAUHY,1027769000.0,1594508470.0,False,0.0,2503900000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SBGSY,52437000000.0,2814177095.0,False,0.0,38153000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SCCO,23253900000.0,819095460.0,False,0.0,11433400000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SDVKY,154274000000.0,1254385923.0,False,0.0,122878000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SDZNY,17553000000.0,430701660.0,False,0.0,10384000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SGAPY,37850600000.0,1651282654.0,False,0.0,14146100000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
SGIOY,43764000000.0,1701953938.0,False,0.0,438268000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SGPYY,,238849847.0,False,0.0,2332000000.0,False,False,False,False,False,False,False,False,False,False,Technology
SGSOY,13174000000.0,1935656360.0,False,0.0,6794000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SHECY,50523000000.0,3746339776.0,False,0.0,2561249000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SHW,43393000000.0,247893513.0,False,0.0,23098500000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SHZHY,40633532000.0,1503222397.0,False,0.0,28662938000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
SITC,,52462340.0,False,0.0,277467000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
SKFRY,62105000000.0,426420244.0,False,0.0,98722000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SLB,44752000000.0,1493923635.0,False,0.0,36289000000.0,False,False,False,False,False,False,False,False,False,False,Energy
SMCAY,15123000000.0,1265912140.0,False,0.0,792108000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SMCI,,596971133.0,False,0.0,21972042000.0,False,False,False,False,False,False,False,False,False,False,Technology
SMMNY,1655000000.0,2243111308.0,False,0.0,22363000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SMNEY,9542000000.0,795535712.0,False,0.0,34465000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SMNNY,,864654840.0,False,0.0,450993000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
SNA,,52007557.0,False,0.0,5108400000.0,False,False,False,False,False,False,False,False,False,False,Industrials
SNN,12273000000.0,423903661.0,False,0.0,5810000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SNPS,,185748673.0,False,0.0,6127436000.0,False,False,False,False,False,False,False,False,False,False,Technology
SNY,60371000000.0,2435976446.0,False,0.0,44286000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SONVY,5857900000.0,298039920.0,False,0.0,3865400000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SOTGY,19580369000.0,108900980.0,False,0.0,38294491000.0,False,False,False,False,False,False,False,False,False,False,Technology
SOUHY,,896930894.0,False,0.0,5780000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SQM,17729277000.0,142818904.0,False,0.0,4528761000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SSDOY,1105081000000.0,399524700.0,False,0.0,990586000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
SSMXY,161829000000.0,623180031.0,False,0.0,508643000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
STE,8320781000.0,98147009.0,False,0.0,5459515000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
STLD,12334564000.0,146034859.0,False,0.0,17540390000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
STN,6658300000.0,114066995.0,False,0.0,7500000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
STX,,213558113.0,False,0.0,9097000000.0,False,False,False,False,False,False,False,False,False,False,Technology
SU,46584000000.0,1201266687.0,False,0.0,54881000000.0,False,False,False,False,False,False,False,False,False,False,Energy
SUI,29363800000.0,123436693.0,False,0.0,3200400000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
SW,53525000000.0,522186327.0,False,0.0,21109000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
SWKS,,148679767.0,False,0.0,4086900000.0,False,False,False,False,False,False,False,False,False,False,Technology
SXYAY,21340700000.0,1604445150.0,False,0.0,11763100000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
SYK,50736000000.0,382423648.0,False,0.0,22595000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
SZKMY,2175897000000.0,482318616.0,False,0.0,5825161000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
T,525612000000.0,7089449495.0,False,0.0,122336000000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
TCOM,,653603432.0,False,0.0,53294000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
TECH,,155812701.0,False,0.0,1219635000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
TEL,21773000000.0,294189246.0,False,0.0,17262000000.0,False,False,False,False,False,False,False,False,False,False,Technology
TER,,156608303.0,False,0.0,2819880000.0,False,False,False,False,False,False,False,False,False,False,Technology
TFII,10785956000.0,82287807.0,False,0.0,8396830000.0,False,False,False,False,False,False,False,False,False,False,Industrials
TGT,66868000000.0,454399148.0,False,0.0,106566000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
TJX,,1112938750.0,False,0.0,56360000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
TMICY,0.0,131850270.0,False,0.0,272638000000.0,False,False,False,False,False,False,False,False,False,False,Technology
TMO,121091000000.0,375708059.0,False,0.0,42879000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
TMSNY,2730798000.0,68984148.0,False,0.0,1044105000.0,False,False,False,False,False,False,False,False,False,False,Technology
TOELY,0.0,916805542.0,False,0.0,2431568000000.0,False,False,False,False,False,False,False,False,False,False,Technology
TPL,906000.0,22979410.0,False,0.0,705823000.0,False,False,False,False,False,False,False,False,False,False,Energy
TPR,11487600000.0,204649752.0,False,0.0,7010700000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
TRI,9939000000.0,444842487.0,False,0.0,7258000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
TRMB,,237920962.0,False,0.0,3683300000.0,False,False,False,False,False,False,False,False,False,False,Technology
TRNO,3275678000.0,102861798.0,False,0.0,382621000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
TRUMY,,1475053073.0,False,0.0,1036171000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
TS,,519467488.0,False,0.0,12523934000.0,False,False,False,False,False,False,False,False,False,False,Energy
TSCO,14261405000.0,528403595.0,False,0.0,14883231000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
TSLA,35124000000.0,3325819167.0,False,0.0,97690000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
TSM,3112371000000.0,5186523104.0,False,0.0,2894307700000.0,False,False,False,False,False,False,False,False,False,False,Technology
TT,17491100000.0,221739004.0,False,0.0,19838200000.0,False,False,False,False,False,False,False,False,False,False,Industrials
TTD,624430000.0,440318931.0,False,0.0,2444831000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
TTNDY,5528547000.0,366172988.0,False,0.0,14621616000.0,False,False,False,False,False,False,False,False,False,False,Industrials
TTWO,14077900000.0,184778832.0,False,0.0,5633600000.0,False,False,False,False,False,False,False,False,False,False,Communication Services
TWLO,3780171000.0,151612818.0,False,0.0,4458036000.0,False,False,False,False,False,False,False,False,False,False,Technology
TXN,51184000000.0,908623020.0,False,0.0,15641000000.0,False,False,False,False,False,False,False,False,False,False,Technology
TYL,,43027728.0,False,0.0,2137803000.0,False,False,False,False,False,False,False,False,False,False,Technology
UAL,115809000000.0,323737989.0,False,0.0,57063000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
UBER,35353000000.0,2077830381.0,False,0.0,43978000000.0,False,False,False,False,False,False,False,False,False,False,Technology
UCBJY,10119000000.0,379992422.0,False,0.0,6152000000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
UI,,60499655.0,False,0.0,2573545000.0,False,False,False,False,False,False,False,False,False,False,Technology
UL,113512000000.0,2451887221.0,False,0.0,60761000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
ULTA,3846468000.0,44838364.0,False,0.0,11295654000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
UMC,204983469000.0,2511055669.0,False,0.0,232302584000.0,False,False,False,False,False,False,False,False,False,False,Technology
UNICY,80553000000.0,3479869370.0,False,0.0,988981000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Defensive
UNP,126294000000.0,593160889.0,False,0.0,24250000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
UPMMY,12700000000.0,527324046.0,False,0.0,10339000000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
UPS,87760000000.0,738990054.0,False,0.0,91070000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
VIPS,9115325000.0,415198210.0,False,0.0,108420832000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
VLO,39349000000.0,305009539.0,False,0.0,129881000000.0,False,False,False,False,False,False,False,False,False,False,Energy
VLTO,9631000000.0,248297345.0,False,0.0,5193000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
VMC,21712700000.0,132130905.0,False,0.0,7417700000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
VRSN,6980900000.0,92700000.0,False,0.0,1557400000.0,False,False,False,False,False,False,False,False,False,False,Technology
VRT,10919400000.0,382338313.0,False,0.0,8011800000.0,False,False,False,False,False,False,False,False,False,False,Industrials
VRTX,3499000000.0,253718831.0,False,0.0,11020100000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
VWDRY,,2995525877.0,False,0.0,17295000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
WAB,15214000000.0,170957186.0,False,0.0,10387000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
WAT,,59534740.0,False,0.0,2958387000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
WCN,32885944000.0,256023511.0,False,0.0,8919591000.0,False,False,False,False,False,False,False,False,False,False,Industrials
WDAY,,217000000.0,False,0.0,8446000000.0,False,False,False,False,False,False,False,False,False,False,Technology
WDC,16730000000.0,341899281.0,False,0.0,9520000000.0,False,False,False,False,False,False,False,False,False,False,Technology
WELL,,686328043.0,False,0.0,7853618000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
WFAFY,,2270028256.0,False,0.0,45576000000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
WIT,585730000000.0,10472820522.0,False,0.0,890884000000.0,False,False,False,False,False,False,False,False,False,False,Technology
WM,95186000000.0,402867051.0,False,0.0,22063000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
WPM,,454017886.0,False,0.0,1284639000.0,False,False,False,False,False,False,False,False,False,False,Basic Materials
WSM,,121790333.0,False,0.0,7711541000.0,False,False,False,False,False,False,False,False,False,False,Consumer Cyclical
WST,,71943412.0,False,0.0,2893200000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
WTKWY,14834000000.0,227413570.0,False,0.0,5916000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
WXXWY,12515898000.0,2045563627.0,False,0.0,18675371000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
WY,19678000000.0,720861000.0,False,0.0,7124000000.0,False,False,False,False,False,False,False,False,False,False,Real Estate
XIACY,,4306122127.0,False,0.0,365906350000.0,False,False,False,False,False,False,False,False,False,False,Technology
XOM,135909000000.0,4217000000.0,False,0.0,339247000000.0,False,False,False,False,False,False,False,False,False,False,Energy
XYL,7161000000.0,243469063.0,False,0.0,8562000000.0,False,False,False,False,False,False,False,False,False,False,Industrials
ZBH,24292900000.0,198181555.0,False,0.0,7678600000.0,False,False,False,False,False,False,False,False,False,False,Healthcare
ZBRA,8165000000.0,50660242.0,False,0.0,4981000000.0,False,False,False,False,False,False,False,False,False,False,Technology
